[GIN] 2021/12/10 - 12:25:43 | 204 |       508.5µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:25 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:25:43 | 200 |      3.0429ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:25 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:25:44 | 204 |       625.3µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:25 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:25:44 | 200 |      5.0184ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:26 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:26:44 | 200 |     11.4374ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:26 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:26:49 | 204 |       547.8µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:26 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:26:49 | 200 |      3.6418ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:26 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:26:50 | 204 |       685.9µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:26 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:26:50 | 200 |     15.9826ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:27 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:27:39 | 200 |     15.0965ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:28 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:28:19 | 204 |       632.6µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:28 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:28:19 | 200 |      4.9491ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:28 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:28:19 | 204 |       722.6µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:28 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:28:19 | 200 |      6.4547ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:29 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:29:13 | 200 |     13.9282ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:30 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:30:18 | 204 |       830.9µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:30 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:30:18 | 200 |      4.3275ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:30 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:30:19 | 204 |      1.0294ms |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:30 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:30:19 | 200 |     10.6066ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:30 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:30:54 | 200 |     11.3839ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:31 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:31:07 | 204 |       538.7µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
